22,2,14,False,None
17,-2,11,False,None
35,-2,13,False,None
17,1,16,True,24.26178997957453
18,5,18,True,33.98420387609952
20,-1,15,True,26.160025624390986
25,2,10,False,None
24,-2,14,False,None
14,0,18,True,12.540176974431496
37,3,15,False,None
6,0,17,True,5.87576280611475
5,5,17,True,50.40196849925656
26,1,18,True,28.899282371774127
35,0,10,False,None
38,-5,16,False,None
6,2,11,True,34.74322074447276
26,4,13,False,None
27,0,19,True,23.59924303631063
14,4,21,True,25.493362227747316
5,3,10,True,50.103711111837484
34,-5,17,True,38.366235613165806
22,3,12,False,None
40,-4,17,False,None
38,4,10,False,None
10,-4,18,True,-13.490233616292171
5,-5,21,True,-41.968267824939
31,0,14,False,None
33,5,16,False,None
22,3,18,True,30.215698686988173
17,-5,12,True,19.79812414713196
8,4,18,True,34.08013226862674
12,1,15,True,20.976034585923735
21,-1,21,True,11.024124159602735
31,3,18,False,None
40,-4,20,True,27.763808583949007
27,-3,10,False,None
16,-5,21,True,-7.489447457153502
6,-5,21,True,-36.16470181554006
14,-1,20,True,5.825939417976702
20,3,18,True,28.43943165227742
8,1,20,True,12.855264499258054
32,-4,18,True,24.869326716177238
31,-4,13,False,None
29,-2,13,False,None
20,-1,10,False,None
40,4,17,False,None
17,-3,10,False,None
16,5,16,True,39.71017928860724
16,-1,17,True,12.544027171201423
10,2,18,True,20.424410086639238
7,0,10,True,21.68472480575491
33,-3,10,False,None
39,1,19,False,None
9,3,18,True,26.758326342237694
30,-2,15,False,None
5,0,13,True,8.43606331009267
32,-3,12,False,None
30,-5,16,True,33.1832602649248
12,-2,20,True,-1.114888813512391
13,3,12,False,None
11,-1,13,True,13.927511630835506
31,1,11,False,None
32,2,11,False,None
40,1,20,False,None
24,-4,10,False,None
8,-4,16,True,-18.264129699525675
30,5,20,True,36.17647752888579
29,5,18,False,None
25,-5,10,False,None
10,-2,13,True,5.298030479133484
36,4,20,True,43.714841877490294
23,-1,11,False,None
31,0,14,False,None
16,-4,19,True,-1.8543605533269811
23,-4,14,True,32.22946214683142
26,2,13,False,None
19,-5,13,True,19.778665763673715
33,-5,15,False,None
38,-2,13,False,None
21,-5,12,False,None
6,-3,19,True,-22.052774879933693
9,-5,17,True,-20.840310711295317
10,5,20,True,34.18403948991362
33,-5,11,False,None
20,-5,12,False,None
22,5,10,False,None
32,-5,11,False,None
14,4,21,True,25.493362227747316
29,2,11,False,None
18,0,21,True,11.801848606278602
37,1,21,True,29.867841612758895
26,1,16,False,None
26,2,21,True,22.59706894907431
35,-2,13,False,None
22,-1,17,True,20.93646328175402
8,0,20,True,5.657416389176667
40,-3,13,False,None
32,-3,17,True,37.90658262307681
18,3,17,True,29.777764241319527
11,4,15,True,36.19992863865772
28,-5,21,True,7.90567046763059
13,1,17,True,17.754158958145123
12,-5,10,True,10.985147937375816
33,4,21,True,32.511432329875035
15,0,19,True,12.02763591505085
18,1,12,False,None
28,2,20,True,26.60806022547524
17,4,12,False,None
27,5,21,True,30.542439404175127
11,-3,19,True,-6.903565154219336
9,-5,13,True,-15.357072727844713
17,-1,10,False,None
18,5,10,False,None
39,1,20,True,40.259401980048445
10,2,20,True,18.598653217326845
28,5,21,True,31.10600823299667
12,-5,13,True,-3.8232346567421085
33,0,20,True,27.015017212252705
20,3,10,False,None
13,-3,20,True,-4.036271582096806
7,5,11,False,None
29,4,14,False,None
16,-5,13,True,9.337866326427987
31,2,16,False,None
36,-4,19,True,26.593367419261728
10,4,10,False,None
38,2,17,False,None
11,3,17,True,26.90820769371685
26,-4,19,True,12.182473591875128
9,-4,14,True,-11.823785204539547
38,5,16,False,None
20,-5,16,True,8.014560250548813
33,-5,15,False,None
5,0,13,True,8.43606331009267
11,-2,20,True,-2.6701854587573126
7,-1,17,True,-1.3738373420066183
5,3,16,True,36.856565943549136
30,-1,19,True,24.743018809029156
6,4,12,True,48.586458135569735
40,1,15,False,None
5,-4,16,True,-33.512162880325434
6,4,11,True,53.6586403926541
19,2,21,True,18.839148307076858
28,-3,11,False,None
24,-5,18,True,9.362524854058522
26,1,17,True,34.58933672804435
13,1,14,True,25.45221843487654
6,-5,11,True,-27.63042093533605
13,1,20,True,13.819318512098382
25,0,21,True,16.894030562982564
25,-1,10,False,None
18,0,11,False,None
29,5,10,False,None
24,-2,19,True,14.88500131258896
17,1,19,True,17.345720549536594
15,0,19,True,12.02763591505085
21,-3,18,True,10.540261442824464
8,1,11,True,28.632886500713237
28,-1,19,True,22.19966423676919
19,-1,15,True,23.882353759103125
13,-3,11,True,20.16904210397129
14,-4,21,True,-7.264309509808441
16,5,19,True,31.428035589635464
9,5,15,True,42.508083349362074
28,1,14,False,None
29,3,18,True,41.70277931926954
25,-4,11,False,None
31,3,10,False,None
40,0,12,False,None
11,-2,15,True,3.3657583307062673
30,5,18,False,None
